,cartodb_id,the_geom,uid,idold,idagency,facname,addressnum,streetname,address,city,boro,borocode,zipcode,latitude,longitude,xcoord,ycoord,bin,bbl,commboard,council,censtract,nta,facdomain,facgroup,facsubgrp,factype,capacity,util,captype,utilrate,area,areatype,proptype,optype,opname,opabbrev,overlevel,overagency,overabbrev,datasource,dataname,dataurl,datadate,pgtable,uid_merged
11740,11139,0101000020E61000000EBBEF181E7A52C0C746205ED7694440,33669,,NYCACS: 107902,Sharon Baptist - Center 1,507,East  165 Street,507 East  165 Street,Bronx,Bronx,2,10456.0,40.826885,-73.908087,1009687.0942,240547.1457,2001278.0,2023700045.0,203.0,16,18500,BX35,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Dual Enrollment Child Care/Head Start,NYCACS: 119,,NYCACS: Seats in Contract,,,,,Non-public,"Sharon Baptist Board of Directors, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11741,11140,0101000020E6100000DCBA9BA73A7552C0E63DCE3461594440,11611,,,Future PS 51 Ecc,87-52,118 Street,87-52 118 Street,Richmond Hill,Queens,4,11418.0,40.698279,-73.831705,1030916.1938,193723.0316,4449704.0,4093270026.0,409.0,29,12200,QN54,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Early Childhood Center,,,,,,,City Owned,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,
11742,11141,0101000020E6100000CC0BB08F4E7E52C074232C2AE2644440,18729,,,Headstart Program,169,West   87 Street,169 West   87 Street,New York,Manhattan,1,10024.0,40.788152,-73.973545,991575.8925,226422.8936,1032229.0,1012180010.0,107.0,6,17300,MN12,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Early Childhood Center,,,,,,,City Owned,Public,NYC Administration for Childrens Services,NYCACS,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,
11743,11142,0101000020E6100000E6CE4C309C7F52C0D7A02FBDFD5B4440,742,,,Chinatown Pc DCC& Open Door Sr,117,Chrystie Street,117 Chrystie Street,New York,Manhattan,1,10002.0,40.718681,-73.993908,985938.7716,201111.5861,1005645.0,1004230022.0,103.0,1,1800,MN27,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Early Childhood Center,,,,,,,City Owned,Non-public,Non-public,Non-public,Non-public Oversight,Non-public,Non-public,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,
11744,11143,0101000020E6100000DD955D30B87F52C0BEA1F0D93A5C4440,14469,,,Mott Sr Ctr,180,Mott Street,180 Mott Street,New York,Manhattan,1,10012.0,40.720546,-73.995617,985464.9431,201790.7847,1007156.0,1004790001.0,102.0,1,4100,MN24,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Early Childhood Center,,,,,,,City Owned,Public,NYC Administration for Childrens Services,NYCACS,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,
11745,11144,0101000020E61000000A82C7B7777952C0DAAB8F87BE6B4440,19623,,,PS 171/Early Childhood Center,1723,Fulton Avenue,1723 Fulton Avenue,Bronx,Bronx,2,10457.0,40.841752,-73.897932,1012491.2118,245966.8331,2100071.0,2029300075.0,203.0,15,16500,BX01,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Early Childhood Center,,,,,,,City Owned,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,
11746,11145,0101000020E610000013B9E00CFE7752C021956247E3604440,17854,,,PS 228(Q228),93-01,Northern Boulevard,93-01 Northern Boulevard,East Elmhurst,Queens,4,11369.0,40.756936,-73.874881,1018913.5062,215073.6766,4034892.0,4014230057.0,403.0,21,35300,QN27,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Early Childhood Center,,,,,,,City Owned,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,
11747,11146,0101000020E61000002D5F97E13F7552C0AE9D280989624440,1810,,,PS 242,29-66,137 Street,29-66 137 Street,Flushing,Queens,4,11354.0,40.769807,-73.832024,1030777.7661,219782.9612,4462993.0,4043710173.0,407.0,20,88901,QN22,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Early Childhood Center,,,,,,,City Owned,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,
11748,11147,0101000020E6100000E6CE4C309C7F52C0D7A02FBDFD5B4440,735,,,Chinatown Pc DCC& Open Door Sr,117,Chrystie Street,117 Chrystie Street,New York,Manhattan,1,10002.0,40.718681,-73.993908,985938.7716,201111.5861,1005645.0,1004230022.0,103.0,1,1800,MN27,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Early Childhood Center,,,,,,,City Owned,Non-public,Non-public,Non-public,Non-public Oversight,Non-public,Non-public,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,
11749,11148,0101000020E610000097E13FDD407952C0F3936A9F8E554440,42420,,,IS 310 Marta Valle Prep 2-Ecc,373,Pennsylvania Avenue,373 Pennsylvania Avenue,Brooklyn,Brooklyn,3,11207.0,40.668415,-73.894584,1013493.7615,182815.435,3084298.0,3037720006.0,305.0,42,115600,BK85,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Early Childhood Center,,,,,,,City Owned,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,
11750,11149,0101000020E61000001CEC4D0CC97852C0E109BDFE246C4440,13955,,,Mary Mitchell Youth Center,2001,Mapes Avenue,2001 Mapes Avenue,Bronx,Bronx,2,10460.0,40.844879,-73.887271,1015439.7179,247109.5335,2012934.0,2031060028.0,206.0,17,37100,BX17,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Early Childhood Center,,,,,,,City Owned,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,
11751,11150,0101000020E61000007EFD101B2C7B52C08202EFE4D36B4440,3562,,,PS 172/Early Childhood Center,1380,Merriam Avenue,1380 Merriam Avenue,Bronx,Bronx,2,10452.0,40.842404,-73.924567,1005121.5751,246196.6855,2116205.0,2025350010.0,204.0,16,20100,BX26,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Early Childhood Center,,,,,,,City Owned,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,
11752,11152,0101000020E61000000C3F389F3A7A52C027C11BD2A86C4440,164,,,PS 173/Early Childhood Center,1869,Walton Avenue,1869 Walton Avenue,Bronx,Bronx,2,10453.0,40.848902,-73.909828,1009197.0389,248568.0944,2098479.0,2028510021.0,205.0,14,23301,BX41,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Early Childhood Center,,,,,,,City Owned,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,
11753,11153,0101000020E6100000EE974F560C7D52C0F818AC38D55A4440,20404,,,PS 319-Wmsbgh Ecc #1,368,Keap Street,368 Keap Street,Brooklyn,Brooklyn,3,11211.0,40.709632,-73.953878,997036.7718,197817.888,3063189.0,3024240001.0,301.0,34,52700,BK73,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Early Childhood Center,,,,,,,City Owned,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,
11754,11154,0101000020E610000093E52494BE7752C00EDB1665366A4440,70549,,NYCHHS: CT106820171403629,Soundale Day Care Center,1211,Croes Avenue,1211 Croes Avenue,Bronx,Bronx,2,10472.0,40.829785,-73.871007,1019947.6487,241616.696,2024083.0,2037480015.0,209.0,18,6800,BX55,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Early Learn NYC: New York City's Early Care and Education Services,,,,,,,City Leased,Non-public,"Bronxdale Tenants League Day Care Center, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCHHS;NYCDCAS,NYCHHS: HHS Accelerator - Financials Contracts;NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCHHS: 2016-08-27;NYCDCAS: 2016-10-20,hhs_facilities_financialscontracts;dcas_facilities_colp,
11755,11155,0101000020E61000007429AE2AFB7E52C0384D9F1D70514440,48691,,NYCHHS: CT106820171403758,Gan Day Care Center,4206,15 Avenue,4206 15 Avenue,Brooklyn,Brooklyn,3,11219.0,40.636234,-73.98408,988668.4099,171074.1482,3135986.0,3056000037.0,312.0,44,23200,BK88,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Early Learn NYC: New York City's Early Care and Education Services,,,,,,,,Non-public,"Gan Day Care Center, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCHHS,NYCHHS: HHS Accelerator - Financials Contracts,,NYCHHS: 2016-08-27,hhs_facilities_financialscontracts,
11756,11156,0101000020E61000001F2DCE18E67A52C0CFF41263996A4440,70710,,NYCHHS: CT106820171403778,Ccrp Fccn,1125,Grand Concourse,1125 Grand Concourse,Bronx,Bronx,2,10452.0,40.832806,-73.920294,1006306.8836,242700.86,2002893.0,2024720034.0,204.0,16,19500,BX63,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Early Learn NYC: New York City's Early Care and Education Services,,,,,,,,Non-public,Mid-Bronx Ccrp Early Childhood Center Inc,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCHHS,NYCHHS: HHS Accelerator - Financials Contracts,,NYCHHS: 2016-08-27,hhs_facilities_financialscontracts,
11757,11157,0101000020E6100000C6FCDCD0947C52C0EE409DF2E85A4440,70453,,NYCHHS: CT106820171402926,Buhs 4,178,Leonard Street,178 Leonard Street,Brooklyn,Brooklyn,3,11206.0,40.710234,-73.946583,999059.3062,198038.3113,3327883.0,3030240001.0,301.0,34,50500,BK90,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Early Learn NYC: New York City's Early Care and Education Services,,,,,,,,Non-public,Bushwick United Housing Development Fund Corp.,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCHHS,NYCHHS: HHS Accelerator - Financials Contracts,,NYCHHS: 2016-08-27,hhs_facilities_financialscontracts,
11758,11158,0101000020E6100000EA3E00A94D7C52C0B1DB679599584440,70539,,NYCHHS: CT106820171403626,Dekalb,844,Dekalb Avenue,844 Dekalb Avenue,Brooklyn,Brooklyn,3,11221.0,40.692187,-73.94224,1000267.7063,191464.2278,3049690.0,3017820010.0,303.0,36,28100,BK35,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Early Learn NYC: New York City's Early Care and Education Services,,,,,,,,Non-public,Brightside Academy,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCHHS,NYCHHS: HHS Accelerator - Financials Contracts,,NYCHHS: 2016-08-27,hhs_facilities_financialscontracts,
11759,11159,0101000020E610000084F1D3B8377A52C054E6E61BD16D4440,70545,,NYCHHS: CT106820171403627,"Bronx Community College Association, Inc",2155,University Avenue,2155 University Avenue,Bronx,Bronx,2,10453.0,40.857944,-73.909651,1009242.6804,251862.6712,2014731.0,2032170060.0,207.0,14,25500,BX30,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Early Learn NYC: New York City's Early Care and Education Services,,,,,,,,Non-public,"Bronx  Community College Association, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCHHS,NYCHHS: HHS Accelerator - Financials Contracts,,NYCHHS: 2016-08-27,hhs_facilities_financialscontracts,
11760,11160,0101000020E6100000E17B7F83F67452C00BD3F71A82614440,70665,,NYCHHS: CT106820171403762,Macedonia Child Development Center,37-22,Union Street,37-22 Union Street,Flushing,Queens,4,11354.0,40.761783,-73.827546,1032023.732,216861.9078,4438110.0,4049780046.0,407.0,20,87100,QN22,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Early Learn NYC: New York City's Early Care and Education Services,,,,,,,,Non-public,Greater Flushing Community Council Inc.,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCHHS,NYCHHS: HHS Accelerator - Financials Contracts,,NYCHHS: 2016-08-27,hhs_facilities_financialscontracts,
11761,11161,0101000020E61000007E5182FE427652C0B85B9203765D4440,70498,,NYCHHS: CT106820171403588,All My Children Daycare 3,66-05,108 Street,66-05 108 Street,Forest Hills,Queens,4,11375.0,40.730164,-73.847839,1026422.3506,205331.5906,4437362.0,4021740001.0,406.0,29,74100,QN17,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Early Learn NYC: New York City's Early Care and Education Services,,,,,,,,Non-public,All My Children Daycare And Nursery School,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCHHS,NYCHHS: HHS Accelerator - Financials Contracts,,NYCHHS: 2016-08-27,hhs_facilities_financialscontracts,
11762,11162,0101000020E6100000E4839ECDAA7F52C016687748315C4440,48494,,NYCHHS: CT106820171403656,Cpc Little Star,150,Elizabeth Street,150 Elizabeth Street,New York,Manhattan,1,10012.0,40.720254,-73.9948,985691.3342,201684.529,1088390.0,1004787501.0,102.0,1,4100,MN24,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Early Learn NYC: New York City's Early Care and Education Services,,,,,,,,Non-public,"Chinese-American Planning Council, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCHHS,NYCHHS: HHS Accelerator - Financials Contracts,,NYCHHS: 2016-08-27,hhs_facilities_financialscontracts,
11763,11163,0101000020E6100000C87E164B917A52C0CBF27519FE674440,70751,,NYCHHS: CT106820171403815,Betances Early Childhood Center,528,East  146 Street,528 East  146 Street,Bronx,Bronx,2,10455.0,40.812442,-73.915118,1007746.568,235283.0495,2093913.0,2022720038.0,201.0,8,4300,BX39,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Early Learn NYC: New York City's Early Care and Education Services,,,,,,,,Non-public,"Sheltering Arms Children And Family Services, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCHHS,NYCHHS: HHS Accelerator - Financials Contracts,,NYCHHS: 2016-08-27,hhs_facilities_financialscontracts,
11764,11164,0101000020E61000008600E0D8B37952C0DCF29194F46C4440,70857,,NYCHHS: CT106820171410623,Sharon Bap - 00079 Ctr 2,279,East Burnside Avenue,279 East Burnside Avenue,Bronx,Bronx,2,10457.0,40.851214,-73.901602,1011471.9472,249412.87,2013673.0,2031560081.0,205.0,15,38100,BX41,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Early Learn NYC: New York City's Early Care and Education Services,,,,,,,,Non-public,"Sharon Baptist Board Of Directors, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCHHS,NYCHHS: HHS Accelerator - Financials Contracts,,NYCHHS: 2016-08-27,hhs_facilities_financialscontracts,
11765,11165,0101000020E61000001137A792017A52C00DFE7E315B6E4440,70796,,NYCHHS: CT106820171403828,Tolentine Zeiser Early Learn,2340,Andrews Avenue,2340 Andrews Avenue,Bronx,Bronx,2,10468.0,40.862158,-73.906346,1010155.248,253398.8451,2094684.0,2032180035.0,207.0,14,25500,BX30,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Early Learn NYC: New York City's Early Care and Education Services,,,,,,,,Non-public,Tolentine Zeiser Communtity Life Center,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCHHS,NYCHHS: HHS Accelerator - Financials Contracts,,NYCHHS: 2016-08-27,hhs_facilities_financialscontracts,
11766,11166,0101000020E6100000E4839ECDAA7F52C016687748315C4440,48493,,NYCHHS: CT106820171403656,Cpc Jacob Riis,150,Elizabeth Street,150 Elizabeth Street,New York,Manhattan,1,10012.0,40.720254,-73.9948,985691.3342,201684.529,1088390.0,1004787501.0,102.0,1,4100,MN24,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Early Learn NYC: New York City's Early Care and Education Services,,,,,,,,Non-public,"Chinese-American Planning Council, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCHHS,NYCHHS: HHS Accelerator - Financials Contracts,,NYCHHS: 2016-08-27,hhs_facilities_financialscontracts,
11767,11167,0101000020E61000001F679AB0FD7C52C0D461855B3E5A4440,70470,,NYCHHS: CT106820171403083,Ua #2,60,Harrison Avenue,60 Harrison Avenue,Brooklyn,Brooklyn,3,11211.0,40.705028,-73.952984,997285.6301,196140.7435,3060902.0,3022200038.0,301.0,33,52900,BK72,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Early Learn NYC: New York City's Early Care and Education Services,,,,,,,,Non-public,United Academy,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCHHS,NYCHHS: HHS Accelerator - Financials Contracts,,NYCHHS: 2016-08-27,hhs_facilities_financialscontracts,
11768,11168,0101000020E61000006D718DCF647F52C01DAA29C93A5C4440,70832,,NYCHHS: CT106820171403858,University Settlement Ecc,184,Eldridge Street,184 Eldridge Street,New York,Manhattan,1,10002.0,40.720544,-73.990528,986875.4593,201790.3188,1005483.0,1004150018.0,103.0,1,1800,MN27,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Early Learn NYC: New York City's Early Care and Education Services,,,,,,,,Non-public,"University Settlement Society Of New York, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCHHS,NYCHHS: HHS Accelerator - Financials Contracts,,NYCHHS: 2016-08-27,hhs_facilities_financialscontracts,
11769,11169,0101000020E61000005FD04202467F52C07FF8F9EFC15B4440,70663,,NYCHHS: CT106820171403761,Matu,60,Essex Street,60 Essex Street,New York,Manhattan,1,10002.0,40.716856,-73.988648,987396.7953,200446.5569,1083429.0,1003510001.0,103.0,1,1800,MN27,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Early Learn NYC: New York City's Early Care and Education Services,,,,,,,,Non-public,Grand Street Settlement Inc.,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCHHS,NYCHHS: HHS Accelerator - Financials Contracts,,NYCHHS: 2016-08-27,hhs_facilities_financialscontracts,
11770,11170,0101000020E61000001F2DCE18E67A52C0CFF41263996A4440,70711,,NYCHHS: CT106820171403778,Ccrp Headstart,1125,Grand Concourse,1125 Grand Concourse,Bronx,Bronx,2,10452.0,40.832806,-73.920294,1006306.8836,242700.86,2002893.0,2024720034.0,204.0,16,19500,BX63,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Early Learn NYC: New York City's Early Care and Education Services,,,,,,,,Non-public,Mid-Bronx Ccrp Early Childhood Center Inc,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCHHS,NYCHHS: HHS Accelerator - Financials Contracts,,NYCHHS: 2016-08-27,hhs_facilities_financialscontracts,
